full_name,stars,forks,age_days,stars_per_day,primary_language,license,desc_len,score,tier,reasons
orange2ai/disk-raccoon,196,14,23,8.5,Unknown,MIT,59,1,訊號完整,topics:none
ashleyotooligan/ant-1,198,2,11,18.0,HTML,MIT,89,1,訊號完整,topics:none
kdbhalala/avdslim,198,8,7,28.3,Go,MIT,115,1,訊號完整,topics:none
XiaochangXu/AVBox,197,40,17,11.6,Java,AGPL-3.0,8,1,訊號完整,desc:short
BarneyD66/clipmivo-tools,193,0,9,21.4,JavaScript,MIT,83,1,訊號完整,topics:none
chrisgreg/boop,760,37,26,29.2,Go,MIT,124,1,訊號完整,topics:none
volotat/mini-AGI,737,107,4,184.2,Python,MIT,93,1,訊號完整,topics:none
chrissotraidis/kartpad,583,31,26,22.4,Python,GPL-3.0,82,1,訊號完整,topics:none
cobanov/awesome-fly,600,45,11,54.5,Unknown,CC0-1.0,129,1,訊號完整,generic-name:awesome-fly
gylive/ccodex-sleep-state,617,152,5,123.4,Go,GPL-3.0,87,1,訊號完整,topics:none
codejunkie99/fable-orchestrator,612,110,21,29.1,Shell,MIT,69,1,訊號完整,topics:none
jingyunstudio/jingyun-dsh,609,26,27,22.6,TypeScript,,190,1,訊號完整,license:none
kandowontu/starfox-enhanced,347,18,29,12.0,C++,GPL-3.0,68,1,訊號完整,topics:none
browser-use/browser-use-pi,347,19,18,19.3,JavaScript,MIT,64,1,訊號完整,topics:none
oboroge0/hayamimi,347,25,29,12.0,Python,NOASSERTION,137,1,訊號完整,license:none
Mapika/decider,353,23,7,50.4,Python,Apache-2.0,129,1,訊號完整,topics:none
sharptoolbox/ontology-driven-dev,353,141,24,14.7,TypeScript,MIT,96,1,訊號完整,topics:none
tigerless-labs/seo-ops,351,16,29,12.1,Python,,154,1,訊號完整,license:none
CHENG-LIANG1/real-company-interview-ai-coding-projects,350,24,28,12.5,Unknown,,32,1,訊號完整,license:none
jealous-sound/azerothcore-wotlk-coa,195,128,16,12.2,C++,GPL-2.0,23,1,訊號完整,topics:none
ikevss/wechat-ai-memory,326,347,19,17.2,Unknown,MIT,39,1,訊號完整,topics:none
Speedstu/CUDA-for-AMD-Windows,293,26,10,29.3,PowerShell,NOASSERTION,73,1,訊號完整,license:none
Phyzicalorg/Phyzical_org,292,2,14,20.9,Python,NOASSERTION,154,1,訊號完整,license:none
nmatt0/moria,299,36,16,18.7,C++,MIT,42,1,訊號完整,topics:none
yappologistic/Sung,298,13,16,18.6,C++,MIT,114,1,訊號完整,topics:none
Agenta-AI/awesome-ai-agent-platforms,295,11,21,14.0,Astro,CC0-1.0,189,1,訊號完整,generic-name:awesome-ai-agent-platforms
profullstack/hqtui,302,20,24,12.6,TypeScript,MIT,139,1,訊號完整,topics:none
what1f/kitter,302,22,21,14.4,Rust,Apache-2.0,99,1,訊號完整,topics:none
peonist-ai/halogen-flash-server,679,41,28,24.2,Shell,NOASSERTION,65,1,訊號完整,license:none
jackwener/wx-cli-again,735,1701,9,81.7,Rust,Apache-2.0,70,1,訊號完整,topics:none
CosmosMind-ai/RSI-Harness,727,27,20,36.4,TypeScript,MIT,82,1,訊號完整,topics:none
okf-memory/okf-agent-memory,722,55,18,40.1,Go,MIT,255,1,訊號完整,generic-name:okf-agent-memory
mizzlelover/gongwen-gbt9704-skill,711,138,14,50.8,JavaScript,MIT,123,1,訊號完整,generic-name:gongwen-gbt9704-skill
nilbuild/page-mascot,784,75,9,87.1,Python,MIT,60,1,訊號完整,topics:none
OpenMOSS/EasyWAM,328,11,28,11.7,Python,NOASSERTION,81,1,訊號完整,license:none
agent-launch/agent-launcher,326,2,13,25.1,TypeScript,MIT,66,1,訊號完整,generic-name:agent-launcher
kinexbtdev/listed-book,173,88,23,7.5,Solidity,,53,1,訊號完整,license:none
pandaligx/RTX-FG-Manager,173,6,12,14.4,Unknown,MIT,78,1,訊號完整,topics:none
Station-Sciences/bot-crossing,674,212,22,30.6,JavaScript,MIT,51,1,訊號完整,topics:none
Mak5er/AirCard-iOS,673,57,4,168.2,Swift,MIT,66,1,訊號完整,topics:none
Jakeschincariol/linkedin-agent-skill,672,98,16,42.0,Python,MIT,217,1,訊號完整,generic-name:linkedin-agent-skill
NODIX-TECH/DLSS-5-MANAGER,652,27,24,27.2,F#,NOASSERTION,24,1,訊號完整,license:none
whitecircle/halo,706,34,28,25.2,Python,NOASSERTION,104,1,訊號完整,license:none
slee-persis/GVS5H,683,89,28,24.4,Python,MIT,141,1,訊號完整,topics:none
n0de-sudo/Cloudflare-Tools,321,86,21,15.3,Batchfile,MIT,25,1,訊號完整,topics:none
kiyoakii/is-gpt-nerfed,171,8,8,21.4,Python,MIT,32,1,訊號完整,generic-name:is-gpt-nerfed
KyThuatUAV/ESP32_FC,171,47,17,10.1,C++,GPL-3.0,63,1,訊號完整,topics:none
Turbo1123/Turbo-IO,170,44,15,11.3,Swift,NOASSERTION,169,1,訊號完整,license:none
kunpengtalk/OmniStudio,172,32,14,12.3,TypeScript,MIT,117,1,訊號完整,topics:none
0xSero/local-ai-registry,171,18,28,6.1,HTML,MIT,79,1,訊號完整,topics:none
AMAP-ML/DreamX-Rec,175,1,6,29.2,Python,Apache-2.0,86,1,訊號完整,topics:none
fireinrain/JHS-enhance,174,10,25,7.0,JavaScript,,24,1,訊號完整,license:none
hr98w/jev-visual,271,26,6,45.2,Python,MIT,135,1,訊號完整,topics:none
dreamers-laboratory/image-to-3d-pipeline,278,22,21,13.2,JavaScript,Apache-2.0,94,1,訊號完整,topics:none
frontier-harness-eval/eval,276,21,23,12.0,JavaScript,,60,1,訊號完整,license:none
852wa/JIZURA,274,59,1,274.0,JavaScript,MIT,24,1,訊號完整,topics:none
pgrundev/pgterm,283,13,27,10.5,Rust,NOASSERTION,24,1,訊號完整,license:none
Heman10x-NGU/openJev-verdict-2.0,283,43,4,70.8,Python,NOASSERTION,147,1,訊號完整,license:none
chaseleantj/desktop-habitats,283,34,5,56.6,JavaScript,MIT,55,1,訊號完整,topics:none
ScottStevenson/SuperAstra,281,32,17,16.5,Python,MIT,46,1,訊號完整,topics:none
youngyangyang04/llm-master,944,93,11,85.8,Unknown,MIT,100,1,訊號完整,generic-name:llm-master
seanhowarthdev/Roam-Control,936,163,19,49.3,Unknown,NOASSERTION,52,1,訊號完整,license:none
faisalkindi/DLSS5oneclick,931,65,23,40.5,Rust,MIT,257,1,訊號完整,topics:none
yifanzhang-pro/recurrent-looped-tranformer,906,91,11,82.4,HTML,Apache-2.0,60,1,訊號完整,topics:none
isinternets/Dawn,170,29,6,28.3,C++,GPL-3.0,24,1,訊號完整,topics:none
CATCHINGL/O.status,170,5,12,14.2,Kotlin,NOASSERTION,84,1,訊號完整,license:none
kinexbtdev/rh-swap,170,214,23,7.4,TypeScript,,63,1,訊號完整,license:none
matthewprice/JobFinderOS,169,36,17,9.9,Python,MIT,122,1,訊號完整,topics:none
dorkitude/webctl,139,14,3,46.3,Go,MIT,70,1,訊號完整,topics:none
Jarvis322/macos-sysdata,790,33,18,43.9,Swift,NOASSERTION,159,1,訊號完整,license:none
heyjunpenn/awesome-jev,788,55,4,197.0,Astro,MIT,84,1,訊號完整,generic-name:awesome-jev
ahujasid/camera-to-blender,839,83,20,42.0,JavaScript,MIT,55,1,訊號完整,topics:none
huawei-bayerlab/marigold-v2,832,67,27,30.8,Python,Apache-2.0,77,1,訊號完整,topics:none
eternityspring/reelbench-skills,828,101,12,69.0,JavaScript,Apache-2.0,68,1,訊號完整,generic-name:reelbench-skills
nftechie/stonkfly,818,150,13,62.9,Python,MIT,113,1,訊號完整,topics:none
theoephraim/awesome-cloudflare-selfhosted,858,53,8,107.2,JavaScript,MIT,89,1,訊號完整,generic-name:awesome-cloudflare-selfhosted
emma-sue/AegisOps,300,50,13,23.1,Python,,86,1,訊號完整,license:none
agents-universe/agents-universe,300,1,13,23.1,Python,Apache-2.0,60,1,訊號完整,generic-name:agents-universe
Yinsongxu/LLM2Jev,306,27,4,76.5,Python,Apache-2.0,158,1,訊號完整,topics:none
TetreesEX/TetreesAgent_EX,304,306,25,12.2,TypeScript,MIT,105,1,訊號完整,topics:none
KazamaDono/taoxd,304,65,10,30.4,Makefile,MIT,46,1,訊號完整,topics:none
0xjohnnydev/airlift,304,47,9,33.8,Objective-C,MIT,69,1,訊號完整,topics:none
TencentARC/GAE-GeometricAutoEncoder,272,7,7,38.9,Python,NOASSERTION,90,1,訊號完整,license:none
moritzkremb/jev-voice-browser,271,40,6,45.2,JavaScript,MIT,166,1,訊號完整,topics:none
charlie754/Game-Optimizer-CPUs-Threads-Optimizer,208,11,25,8.3,C++,MIT,189,1,訊號完整,topics:none
dgreenheck/tidewater,207,49,1,207.0,JavaScript,MIT,32,1,訊號完整,topics:none
YashjitPal/BetterGravity,212,17,27,7.9,JavaScript,NOASSERTION,164,1,訊號完整,license:none
danielwh2/cube-motion,210,6,11,19.1,TypeScript,MIT,135,1,訊號完整,topics:none
FerryCorleone/crush-monitor,210,25,3,70.0,TypeScript,MIT,55,1,訊號完整,topics:none
HammingDev/haiming-app-monetization,255,31,14,18.2,Unknown,MIT,45,1,訊號完整,topics:none
HyNetworks/OpenGFW,254,87,4,63.5,Go,MPL-2.0,52,1,訊號完整,topics:none
ops120/wechat-local-viewer,254,136,16,15.9,Python,MIT,55,1,訊號完整,topics:none
dr3murr/steam2-winfsp,135,11,25,5.4,C++,LGPL-3.0,93,1,訊號完整,topics:none
Own716/OwnBoxForAndroid,135,8,29,4.7,Kotlin,GPL-3.0,108,1,訊號完整,topics:none
mycelium-mesh/amneziawg-ui,135,10,20,6.8,Go,,124,1,訊號完整,license:none
Buzzso/dsh-sev,137,64,28,4.9,JavaScript,MIT,164,1,訊號完整,topics:none
originoneai/awr,136,19,16,8.5,Rust,Apache-2.0,69,1,訊號完整,topics:none
pamgarcia1993/robinhood-lp-bot,136,960,29,4.7,TypeScript,,207,1,訊號完整,license:none
bestagentkits/design-studio-ai,208,57,16,13.0,TypeScript,MIT,113,1,訊號完整,topics:none
wangyunjeff/sub2api-state-kit,208,60,5,41.6,Go,LGPL-3.0,56,1,訊號完整,topics:none
Made-In-Basement/ember,166,13,10,16.6,Assembly,NOASSERTION,145,1,訊號完整,license:none
jcx396905-gif/DuoFold-Android,166,9,11,15.1,Java,MIT,190,1,訊號完整,topics:none
keithxc/deskport,166,8,14,11.9,C,GPL-3.0,136,1,訊號完整,topics:none
openai/PrimeGaps186,165,12,21,7.9,Lean,Apache-2.0,84,1,訊號完整,topics:none
Devin-AXIS/jev-dsh-decision,165,55,3,55.0,JavaScript,,101,1,訊號完整,license:none
isas1/skills,168,15,4,42.0,Unknown,MIT,87,1,訊號完整,generic-name:skills
TheGreatSimon/AnvilCSG,166,2,9,18.4,Unknown,NOASSERTION,125,1,訊號完整,license:none
heygen-com/hyperframes-community-skills,135,10,29,4.7,JavaScript,Apache-2.0,66,1,訊號完整,generic-name:hyperframes-community-skills
techjanitor/botmaker,280,15,22,12.7,Python,MIT,85,1,訊號完整,topics:none
alchaincyf/huashu-mac-use,280,44,17,16.5,Swift,MIT,84,1,訊號完整,topics:none
shhivv/third-hand,287,22,4,71.8,Swift,MIT,41,1,訊號完整,topics:none
Loopera-ai/loopera,287,50,15,19.1,Unknown,NOASSERTION,127,1,訊號完整,license:none
VDERR/dsh-echocat-skill-panel,201,6,5,40.2,JavaScript,MIT,26,1,訊號完整,generic-name:dsh-echocat-skill-panel
zhu1090093659/dsh-trading,206,22,24,8.6,TypeScript,NOASSERTION,223,1,訊號完整,license:none
vinilana/jev-gateway,205,26,5,41.0,TypeScript,MIT,72,1,訊號完整,topics:none
fatwang2/awesome-jev,204,47,5,40.8,JavaScript,MIT,86,1,訊號完整,generic-name:awesome-jev
SSunnKing/Open-Nectar---Pikmin-Native-PC-Mobile-Port,161,9,20,8.1,C,CC0-1.0,40,1,訊號完整,topics:none
iQingshan/Toshell,160,42,27,5.9,Go,MIT,106,1,訊號完整,topics:none
stepll2026/OntiCards,164,4,22,7.5,Python,AGPL-3.0,94,1,訊號完整,topics:none
MiaAI-Lab/DeepSeek-v4.1-Flash-DGX-Sparks,163,28,12,13.6,Python,AGPL-3.0,45,1,訊號完整,topics:none
0xNatoshi/jev-codex-router,265,31,6,44.2,JavaScript,MIT,145,1,訊號完整,generic-name:jev-codex-router
BennyThink/NFCX,265,39,12,22.1,Go,MIT,87,1,訊號完整,topics:none
yuyuanweb/ai-picture-editor,244,51,22,11.1,Python,,213,1,訊號完整,license:none
rileycx/strafe,243,16,24,10.1,Swift,NOASSERTION,107,1,訊號完整,license:none
Flesymeb/HarnessOfHarness,142,15,22,6.5,TypeScript,MIT,88,1,訊號完整,topics:none
YongshengWin/VpsCT,141,28,8,17.6,Go,MIT,45,1,訊號完整,topics:none
niawjunior/aipass-bridge,141,98,22,6.4,JavaScript,MIT,23,1,訊號完整,topics:none
timpratim/macbrow,143,15,5,28.6,Python,MIT,53,1,訊號完整,topics:none
brendazure/robinhood-meme-token-stock-launchpad,143,57,19,7.5,TypeScript,,350,1,訊號完整,license:none
lisitskyaa/ComfyUI-DLSS5-NR,162,16,22,7.4,C++,MIT,41,1,訊號完整,topics:none
himovo/movo,162,40,22,7.4,Python,NOASSERTION,182,1,訊號完整,license:none
scottstts/Jelly-Baby,161,40,18,8.9,JavaScript,GPL-3.0,30,1,訊號完整,topics:none
yoli-mi/quickscan,268,14,28,9.6,Rust,,76,1,訊號完整,license:none
KnowClip-ai/knowclip,140,2,10,14.0,TypeScript,AGPL-3.0,51,1,訊號完整,topics:none
anightmonarch/codex-bridge-chatgpt,140,31,24,5.8,JavaScript,MIT,87,1,訊號完整,generic-name:codex-bridge-chatgpt
tig3rmast3r/OFXR-Bridge,140,6,19,7.4,C++,LGPL-3.0,42,1,訊號完整,topics:none
hubdustrylab/hubdustry-mod,141,0,24,5.9,Kotlin,,42,1,訊號完整,license:none
APUS-AI-Lab/fast-browser-use,142,14,4,35.5,Python,MIT,113,1,訊號完整,topics:none
camilleroux/genart-skill,142,13,26,5.5,JavaScript,MIT,80,1,訊號完整,generic-name:genart-skill
freeai-org/Scalpel,142,8,29,4.9,Python,MIT,73,1,訊號完整,topics:none
VaderChen/YourDesk,258,34,15,17.2,Go,NOASSERTION,236,1,訊號完整,license:none
xepes0/wloc,257,182,12,21.4,JavaScript,AGPL-3.0,61,1,訊號完整,topics:none
nmatt0/mithril,257,32,16,16.1,C++,MIT,52,1,訊號完整,topics:none
Eurekaleo/awesome-ai-for-games,256,9,19,13.5,TeX,MIT,99,1,訊號完整,generic-name:awesome-ai-for-games
localai-org/motion-bricks.cpp,261,31,21,12.4,C++,Apache-2.0,147,1,訊號完整,topics:none
baidu-baige/LoongSage,259,5,26,10.0,Python,Apache-2.0,98,1,訊號完整,topics:none
jkudish/jev-browser,258,21,6,43.0,JavaScript,MIT,38,1,訊號完整,topics:none
new-coke/strikers,258,15,13,19.8,C++,,108,1,訊號完整,license:none
c22dev/badnotes,148,16,22,6.7,Objective-C,MIT,26,1,訊號完整,topics:none
maohgad-web/Neural-coprocessor,148,9,26,5.7,C++,MIT,308,1,訊號完整,topics:none
kangleyao/slider-captcha-lab,148,75,16,9.2,Python,MIT,52,1,訊號完整,topics:none
okpingnet/OKPing-Network-Monitor,148,115,19,7.8,Java,AGPL-3.0,117,1,訊號完整,topics:none
CICADA8-Research/iwa-tools,141,21,27,5.2,JavaScript,MIT,44,1,訊號完整,topics:none
DhananjayBhosale/MacDuo,218,21,13,16.8,Swift,MIT,79,1,訊號完整,topics:none
Taiquan-Zhou/RunTheRepo,217,10,21,10.3,Python,,123,1,訊號完整,license:none
jakubkrehel/loading,215,9,9,23.9,TypeScript,MIT,69,1,訊號完整,topics:none
Innei/lody-ios,146,13,18,8.1,Swift,NOASSERTION,97,1,訊號完整,license:none
tamaratran/jev-pruner,144,9,5,28.8,TypeScript,MIT,84,1,訊號完整,topics:none
seekskyworld/CreatPPT,144,24,28,5.1,TypeScript,Apache-2.0,111,1,訊號完整,topics:none
lumberjacque/loadersz-core,146,6,27,5.4,TypeScript,MIT,76,1,訊號完整,topics:none
xaidan777/ArcEngine,147,25,8,18.4,JavaScript,MIT,20,1,訊號完整,topics:none
911waler/qbox,147,30,18,8.2,Shell,MIT,96,1,訊號完整,topics:none
dirkjanm/askWAM,146,15,12,12.2,C,MIT,53,1,訊號完整,topics:none
planetscale/lead,149,9,6,24.8,Rust,AGPL-3.0,144,1,訊號完整,topics:none
miuuyy/Astra-Ares,252,17,1,252.0,JavaScript,MIT,93,1,訊號完整,topics:none
MLO-lab/LeVJEPA,251,13,26,9.7,Jupyter Notebook,MIT,61,1,訊號完整,topics:none
znxzsy/VeriInk,213,0,27,7.9,Python,,87,1,訊號完整,license:none
masihsultani/whiteboard-animator,212,21,15,14.1,Python,MIT,97,1,訊號完整,topics:none
localai-org/skin-tokens.cpp,212,19,26,8.2,C++,Apache-2.0,79,1,訊號完整,topics:none
ThisTakou/UserAgent-list,212,0,5,42.4,Python,,228,1,訊號完整,license:none
jprx/darwin-vm,1155,99,27,42.8,Python,MIT,96,1,訊號完整,topics:none
soirihiroka/shrimply,1141,63,28,40.8,Rust,GPL-3.0,44,1,訊號完整,topics:none
lihaoyun6/ComfyUI-H3VAE_TRT,242,15,22,11.0,Python,Apache-2.0,93,1,訊號完整,topics:none
jh3y/lid-plane,241,15,13,18.5,Swift,GPL-3.0,94,1,訊號完整,topics:none
webprodigies-org/flute,247,82,8,30.9,TypeScript,MIT,68,1,訊號完整,topics:none
newljs/Layerive,246,58,24,10.2,TypeScript,LGPL-3.0,93,1,訊號完整,topics:none
mirkovicdev/HFTENGINE,250,24,7,35.7,TypeScript,NOASSERTION,304,1,訊號完整,license:none
danieldeer/seriousdb,249,100,11,22.6,Python,MIT,54,1,訊號完整,topics:none
MartinDelophy/awesome-gpt-6-astra,248,34,18,13.8,JavaScript,CC0-1.0,114,1,訊號完整,generic-name:awesome-gpt-6-astra
edoardolunardi/kugiri,248,4,20,12.4,TypeScript,MIT,88,1,訊號完整,topics:none
NandhaKishorM/laya,21930,1876,5,4386.0,Python,Apache-2.0,203,1,訊號完整,overnight-surge:4386/day
XiaoDuoYa/codex-with-chatgpt,6589,596,26,253.4,TypeScript,MIT,95,1,訊號完整,generic-name:codex-with-chatgpt
jaredpalmer/kev,6536,356,6,1089.3,Python,Apache-2.0,97,1,訊號完整,overnight-surge:1089/day
rakanki911/DLSS5-Swapper,6530,345,25,261.2,JavaScript,MIT,325,1,訊號完整,topics:none
mizorewww/laya-mlx,6126,467,4,1531.5,Python,Apache-2.0,129,1,訊號完整,overnight-surge:1532/day
jev-chat/jev-chat-jarvis,5601,1060,2,2800.5,Kotlin,MIT,75,1,訊號完整,overnight-surge:2800/day
robbietilton/Compositor,5338,573,7,762.6,Swift,MIT,33,1,訊號完整,topics:none
HarnessRouter/SystemOneHarness,158,12,4,39.5,Python,Apache-2.0,44,1,訊號完整,topics:none
vrgamegirl19/VRGDG-SeedVR2-TensorRT-Studio,151,22,28,5.4,Python,Apache-2.0,167,1,訊號完整,topics:none
Rion-Wu-tech/wechat-intelligence-hub,2517,2724,19,132.5,Python,AGPL-3.0,153,1,訊號完整,topics:none
xiahongchi/Fire3D,155,16,16,9.7,Python,MIT,32,1,訊號完整,topics:none
eternity4719/HowToLiveBetter,13652,921,16,853.2,HTML,Unlicense,100,1,訊號完整,topics:none
TheoLeeCJ/SemIf-OpenJev,4172,280,7,596.0,Python,MIT,99,1,訊號完整,topics:none
browser-use/jev-ultrafast,19494,1296,7,2784.9,Python,MIT,30,1,訊號完整,topics:none
ashemag/human-atlas,3852,955,18,214.0,TypeScript,MIT,112,1,訊號完整,topics:none
Mak5er/AirCard,3807,163,7,543.9,Swift,MIT,61,1,訊號完整,topics:none
fromgof/TridentVision,229,58,14,16.4,Verilog,AGPL-3.0,135,1,訊號完整,topics:none
hexiaofeier/hehe-industry-research-skill-pack,228,15,8,28.5,Python,MIT,77,1,訊號完整,generic-name:hehe-industry-research-skill-pack
kitze/unclutter,228,21,6,38.0,TypeScript,MIT,85,1,訊號完整,topics:none
witnesstodark/mr-mak-workspace,150,54,8,18.8,Python,MIT,110,1,訊號完整,topics:none
SunnyMaria/csapp-zh-markdown,150,20,7,21.4,Python,,79,1,訊號完整,license:none
chuspeeism/iphone-duo,150,25,13,11.5,JavaScript,MIT,128,1,訊號完整,topics:none
R44VC0RP/opensend,150,9,14,10.7,TypeScript,,67,1,訊號完整,license:none
sennkuwu/wechat-style-extractor,150,19,25,6.0,TypeScript,MIT,35,1,訊號完整,topics:none
ylchen333/ComfyUI-VOSR2,238,8,21,11.3,Python,Apache-2.0,60,1,訊號完整,topics:none
Apeireth/Apeireth,238,10,19,12.5,Rust,NOASSERTION,211,1,訊號完整,license:none
TencentARC/GameHorizon,222,1,3,74.0,Unknown,Apache-2.0,168,1,訊號完整,topics:none
LynnReal-AI/LynnReal-Omni,221,9,10,22.1,Python,NOASSERTION,291,1,訊號完整,license:none
FBddcz/embodied-jev,221,8,3,73.7,Python,MIT,92,1,訊號完整,topics:none
mreflow/control-center,224,83,29,7.7,TypeScript,MIT,63,1,訊號完整,topics:none
lhlGitHub/threejs-architecture-effects,225,41,1,225.0,TypeScript,MIT,133,1,訊號完整,topics:none
Contrary7/SteamDaddy-Backup,225,16,26,8.7,PowerShell,NOASSERTION,191,1,訊號完整,license:none
yi1108/printfilm,2434,241,13,187.2,Python,MIT,27,1,訊號完整,topics:none
jarrodwatts/jev-trader,2248,425,7,321.1,TypeScript,MIT,62,1,訊號完整,topics:none
SonicloudTech/sonicloud_opensdk,2247,57,21,107.0,HTML,MIT,232,1,訊號完整,topics:none
Vincentwei1021/anything2explainer,2026,286,15,135.1,TypeScript,NOASSERTION,259,1,訊號完整,license:none
yang0/handraw-style,3100,403,18,172.2,HTML,MIT,20,1,訊號完整,topics:none
NVlabs/SoL-Pi,3016,235,21,143.6,TypeScript,MIT,65,1,訊號完整,topics:none
kyotofin/tax-doc-classifier,426,55,5,85.2,TypeScript,Apache-2.0,113,1,訊號完整,topics:none
coccofresco/TriAevum,424,15,16,26.5,C++,GPL-3.0,130,1,訊號完整,topics:none
indada/repopilot,153,7,5,30.6,TypeScript,MIT,239,1,訊號完整,topics:none
wdobry/laya-playground,152,33,3,50.7,JavaScript,MIT,116,1,訊號完整,generic-name:laya-playground
Argona7/stampede,152,28,12,12.7,Python,,77,1,訊號完整,license:none
Davipar/djev-dev,152,8,4,38.0,Python,Apache-2.0,147,1,訊號完整,topics:none
MaxInGaussian/pi-plans,154,16,28,5.5,TypeScript,MIT,290,1,訊號完整,topics:none
suoha888/Trader-Archives,153,66,11,13.9,HTML,MIT,61,1,訊號完整,topics:none
ipenywis/laya-ultrafast,153,25,2,76.5,Python,MIT,36,1,訊號完整,topics:none
vinzdg/codenotch,2438,370,18,135.4,Swift,MIT,101,1,訊號完整,topics:none
datawhalechina/zero-to-sglang,1265,100,27,46.9,Python,,199,1,訊號完整,license:none
sebbbi/NoGraphicsAPI,1484,48,23,64.5,C++,MIT,141,1,訊號完整,topics:none
mizorewww/laya-coreml,1403,119,4,350.8,Python,Apache-2.0,154,1,訊號完整,overnight-surge:351/day
walidboulanouar/awesome-jev-use-cases,150,17,4,37.5,Unknown,CC0-1.0,149,1,訊號完整,generic-name:awesome-jev-use-cases
lxw112190/lw.PPOCR.C,150,44,28,5.4,C,MIT,211,1,訊號完整,topics:none
xflare-bot/pokemonlive,150,31,17,8.8,JavaScript,MIT,59,1,訊號完整,topics:none
technamooz/Panel_Technamooz_VPN,150,345,22,6.8,Python,MIT,23,1,訊號完整,topics:none
qzz0518/Dukou,153,40,18,8.5,Swift,MIT,127,1,訊號完整,topics:none
OnlyTerp/toolrush,160,10,21,7.6,Python,MIT,143,1,訊號完整,topics:none
agfnow/agentflow,160,42,19,8.4,JavaScript,Apache-2.0,68,1,訊號完整,topics:none
rit3zh/expo-dynamic-notifications,160,10,5,32.0,TypeScript,MIT,61,1,訊號完整,topics:none
alvinunreal/awesome-submitlist,159,4,17,9.4,JavaScript,CC0-1.0,195,1,訊號完整,generic-name:awesome-submitlist
Michael-Jiahao-Zhang/game-the-llm-reviewer,159,4,2,79.5,Unknown,MIT,84,1,訊號完整,generic-name:game-the-llm-reviewer
jtydhr88/screenwriting-skills,1377,155,17,81.0,Python,MIT,78,1,訊號完整,generic-name:screenwriting-skills
Ryze-AI-Adgent/open-seo-mcp-skills,1373,349,25,54.9,Shell,MIT,232,1,訊號完整,generic-name:open-seo-mcp-skills
LearnPrompt/awesome-seedance,1336,246,28,47.7,JavaScript,MIT,207,1,訊號完整,generic-name:awesome-seedance
lnkiai/m3e-canvas,8129,854,21,387.1,TypeScript,MIT,91,0,訊號完整,
Human-Agent-Society/reef,4642,395,23,201.8,Python,Apache-2.0,50,0,訊號完整,
crmne/spotifast,4573,209,27,169.4,Rust,MIT,140,0,訊號完整,
jub0t/Concat,3476,319,29,119.9,Rust,AGPL-3.0,54,0,訊號完整,
Nanako0129/sepia,2826,185,26,108.7,Python,MIT,283,0,訊號完整,
penso/herdr-gpui,153,12,3,51.0,Rust,Apache-2.0,159,0,訊號完整,
aiming-lab/RSI-Exam,152,8,28,5.4,Python,MIT,127,0,訊號完整,
FluidInference/FluidUse,152,12,2,76.0,Swift,Apache-2.0,151,0,訊號完整,
Atomburstofficial/geiger,150,6,17,8.8,JavaScript,MIT,134,0,訊號完整,
lunarresearcher/copy,150,13,14,10.7,JavaScript,MIT,141,0,訊號完整,
Excelius-Wang/harbor,230,1,29,7.9,TypeScript,AGPL-3.0,147,0,訊號完整,
mailez-hq/mailez,228,18,25,9.1,Go,AGPL-3.0,137,0,訊號完整,
int64ago/vistep,226,16,18,12.6,TypeScript,MIT,108,0,訊號完整,
richiemcilroy/chippytea,226,8,23,9.8,Rust,MIT,71,0,訊號完整,
y0usaf/pi-jev,144,9,7,20.6,TypeScript,MIT,126,0,訊號完整,
jakesgoodapps/DuoLauncher,144,20,13,11.1,Kotlin,MIT,124,0,訊號完整,
L0NE-6/WorkBuddy-Daily,143,65,11,13.0,Python,MIT,91,0,訊號完整,
AMAP-ML/LoopArena,143,9,23,6.2,Python,Apache-2.0,63,0,訊號完整,
wsw669/cclens,142,0,23,6.2,TypeScript,MIT,123,0,訊號完整,
amirmushichge/video-states-website,141,17,19,7.4,JavaScript,MIT,143,0,訊號完整,
Iman/caspian,141,11,23,6.1,Go,AGPL-3.0,239,0,訊號完整,
Mikeli7666/DuoBar,140,9,11,12.7,Swift,MIT,96,0,訊號完整,
jkdansereau/goldeneye-pc-port,167,11,24,7.0,C,MIT,111,0,訊號完整,
Lucasuiii/modeling-workbench,167,6,25,6.7,Python,MIT,81,0,訊號完整,
surya-koritala/Glyd,165,1,4,41.2,Rust,BSD-3-Clause,42,0,訊號完整,
suversal/apple-store-inventory-monitor,164,24,15,10.9,Rust,GPL-3.0,71,0,訊號完整,
suihe1/short-drama-production,164,22,24,6.8,JavaScript,Apache-2.0,69,0,訊號完整,
munmunjaklin458-afk/cline-pass-switcher,163,38,17,9.6,JavaScript,MIT,71,0,訊號完整,
ghuntley/underclass,162,8,3,54.0,Rust,MIT,243,0,訊號完整,
nixfred/blip,161,34,23,7.0,TypeScript,MIT,105,0,訊號完整,
LalitMaganti/buildprof,138,4,26,5.3,Rust,Apache-2.0,88,0,訊號完整,
MakrSas/Inferno-iOS,138,12,13,10.6,Swift,GPL-3.0,95,0,訊號完整,
DevMortimer/pi-warden,138,18,7,19.7,TypeScript,MIT,269,0,訊號完整,
Shellishack/infinite-pokemon,138,26,9,15.3,TypeScript,MIT,138,0,訊號完整,
gabrielbrandino/react-grid-loader,137,4,26,5.3,TypeScript,MIT,64,0,訊號完整,
